ObjectName,R,G,B
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,95,175
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,159,175
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,223,175
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,191,79,175
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,191,110,175
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,191,143,175
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,95,255,175
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,95,127,175
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,95,191,175
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425303328,95,95,175
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,95,159,175
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,95,223,175
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,95,79,175
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,95,110,175
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,95,143,175
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,159,255,175
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587492700,159,127,175
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,191,175
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,95,175
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,159,175
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,223,175
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,79,175
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,110,175
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425356333,159,143,175
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,255,175
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,127,175
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,191,175
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,95,175
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,159,175
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,223,175
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212229110,223,79,175
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,223,110,175
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,223,143,175
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,79,255,175
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,79,127,175
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,79,191,175
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,79,95,175
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425257324,79,159,175
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,79,223,175
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,79,79,175
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,79,110,175
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,79,143,175
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,110,255,175
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,110,127,175
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634005744,110,191,175
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,95,175
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,159,175
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,223,175
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,79,175
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,110,175
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,110,143,175
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1889040215,143,255,175
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,127,175
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,191,175
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,95,175
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,159,175
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,223,175
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,79,175
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425335331,143,110,175
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,143,143,175
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,255
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,127
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,191
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,95
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,159
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634341773,255,175,223
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,255,175,79
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,255,175,110
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,255,175,143
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,127,175,255
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,127,175,127
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,127,175,191
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425387336,127,175,95
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,127,175,159
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,127,175,223
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,127,175,79
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,127,175,110
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,127,175,143
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,191,175,255
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1587539704,191,175,127
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,191
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,95
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,159
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,223
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,79
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,110
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587192674,191,175,143
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,255
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,127
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,191
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,95
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,159
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,223
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634305770,95,175,79
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,95,175,110
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,95,175,143
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,159,175,255
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,159,175,127
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,159,175,191
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,159,175,95
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633993743,159,175,159
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,159,175,223
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,159,175,79
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,159,175,110
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,159,175,143
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,223,175,255
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,223,175,127
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425324330,223,175,191
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,95
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,159
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,223
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,79
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,223,175,143
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425487345,79,175,255
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,127
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,191
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,95
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,159
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,223
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,79
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587469698,79,175,110
BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,79,175,143
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,255
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,127
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,191
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,95
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,159
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425281326,110,175,223
BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,110,175,79
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,110,175,110
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,110,175,143
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,143,175,255
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,143,175,127
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,143,175,191
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425544350,143,175,95
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,143,175,159
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,143,175,223
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,143,175,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,143,175,110
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,143,175,143
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,255,175,175
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425214320,127,175,175
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,191,175,175
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,95,175,175
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,159,175,175
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,223,175,175
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,79,175,175
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,110,175,175
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A817A02_2080892033,143,175,175
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,255
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,127
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,191
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,95
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,159
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,223
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587283682,175,255,79
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,255,110
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,255,143
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,127,255
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,127,127
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,127,191
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,127,95
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634120754,175,127,159
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,127,223
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,127,79
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,127,110
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,127,143
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,191,255
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,191,127
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634085751,175,191,191
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,95
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,159
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,223
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,79
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,110
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,191,143
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425345332,175,95,255
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,127
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,191
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,95
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,159
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,223
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,79
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587505701,175,95,110
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,95,143
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,255
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,127
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,191
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,95
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,159
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587595709,175,159,223
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,159,79
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,159,110
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,159,143
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,223,255
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,223,127
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,223,191
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212448131,175,223,95
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,223,159
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,223,223
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,223,79
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,223,110
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,223,143
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,79,255
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212313118,175,79,127
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587458697,175,79,191
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587458697,175,79,95
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587458697,175,79,159
